Código;Operadora;Porte;Região;status
371629;Unimed Noroeste Capixaba Cooperativa De Tra; 50.001 a 100.000 beneficiarios;Sudeste;ativa
371777;Unimed Norte Capixaba- Cooperativa De Traba; 20.001 a 50.000 beneficiarios;Sudeste;ativa
372561;Unimed Alto Vale - Cooperativa De Trabalho; 10.001 a 20.000 beneficiarios;Sul;ativa
372609;Nossa Saude - Operadora Planos Privados De; 50.001 a 100.000 beneficiarios;Sul;ativa
373010;Memorial Consult Ltda;0;0;inativa
373109;Uniodonto De Sertaozinho Sp Cooperativa Odo; 20.001 a 50.000 beneficiarios;Sudeste;ativa
374440;Prevident Assistencia Odontologica S.A; 100.001 a 500.000 beneficiarios;Sudeste;ativa
378216;Fundacao Libertas De Seguridade Social; 5.001 a 10.000 beneficiarios;Sudeste;ativa
378682;Uniodonto De Sao Jose Do Rio Pardo - Cooper; 5.001 a 10.000 beneficiarios;Sudeste;ativa
378941;Uniodonto Pirassununga - Cooperativa Odonto; 1 a 5.000 beneficiarios;Sudeste;ativa
379280;Liv Linhas Inteligentes De Atencao a Vida S; 100.001 a 500.000 beneficiarios;Sudeste;ativa
379956;Care Plus Medicina Assistencial Ltda.; 100.001 a 500.000 beneficiarios;Sudeste;ativa
380661;Metrus Instituto De Seguridade Social; 20.001 a 50.000 beneficiarios;Sudeste;ativa
381144;Uniodonto Maringa Cooperativa Odontologica; 20.001 a 50.000 beneficiarios;Sul;ativa
382281;Plano De Assistencia Medica Mineira Ltda; 5.001 a 10.000 beneficiarios;Sudeste;ativa
382337;Uniodonto Metropolitana Cooperativa Odontol; 10.001 a 20.000 beneficiarios;Sudeste;ativa
382540;Associacao Beneficente Dos Professores Publ; 100.001 a 500.000 beneficiarios;Sudeste;ativa
382639;Associacao Dos Fiscais De Tributos Estaduai; 1 a 5.000 beneficiarios;Sul;ativa
382655;Uniodonto Vale Historico Cooperativa Odonto; 20.001 a 50.000 beneficiarios;Sudeste;ativa
382876;Unimed Goiania Cooperativa De Trabalho Medi; 100.001 a 500.000 beneficiarios;Centro Oeste;ativa
383929;Uniodonto Bahia Sul - Cooperativa Odontolog; 10.001 a 20.000 beneficiarios;Nordeste;ativa
384577;Unimed Uberlândia Cooperativa Regional Trab; 100.001 a 500.000 beneficiarios;Sudeste;ativa
384704;Associacao Dos Empregados Da Companhia Esta; 1 a 5.000 beneficiarios;Nordeste;ativa
384844;Prest Odonto Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
385255;Unihosp Saude Ltda; 50.001 a 100.000 beneficiarios;Sudeste;ativa
385620;Unimed De Lorena Cooperativa De Trabalho Me; 10.001 a 20.000 beneficiarios;Sudeste;ativa
385697;Caixa De Assistencia Dos Funcionarios Do Ba; 20.001 a 50.000 beneficiarios;Nordeste;ativa
386219;Dental Care Clinica Odontologica Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
386588;Unimed Governador Valadares Coop. De Trabal; 50.001 a 100.000 beneficiarios;Sudeste;ativa
386596;Central Regional Das Cooperativas Medicas -; 20.001 a 50.000 beneficiarios;Centro Oeste;ativa
386901;Unimed Leopoldina Cooperativa De Trabalho M; 5.001 a 10.000 beneficiarios;Sudeste;ativa
387185;Associacao Dos Auditores Fiscais Da Receita; 1 a 5.000 beneficiarios;Sudeste;ativa
388092;Associacao Dos Funcionarios Fiscais Do Esta; 1 a 5.000 beneficiarios;Norte;ativa
389358;Care Plus Odontologia Assistencial Ltda.; 100.001 a 500.000 beneficiarios;Sudeste;ativa
389421;Unimed Mossoro - Cooperativa De Trabalhos M;0;0;inativa
389854;Odontogroup Sistema De Saude Ltda.; 100.001 a 500.000 beneficiarios;Centro Oeste;ativa
390259;Comseder - Cooperativa De Assistencia Medic; 1 a 5.000 beneficiarios;Nordeste;ativa
392405;Companhia Espirito Santense De Saneamento; 1 a 5.000 beneficiarios;Sudeste;ativa
392804;Centro Clinico Gaucho Ltda; 100.001 a 500.000 beneficiarios;Sul;ativa
393321;Unimed-Rio Cooperativa De Trabalho Medico D; Sem Beneficiarios;Sudeste;ativa
393533;Associacao Do Fisco De Alagoas; 1 a 5.000 beneficiarios;Nordeste;ativa
394271;Associacao Dos Funcionarios Publicos Do Esp;0;0;inativa
394734;Ameplan Assistencia Medica Planejada Ltda; 20.001 a 50.000 beneficiarios;Sudeste;ativa
395480;Esmale Assistencia Internacional De Saude L; 10.001 a 20.000 beneficiarios;Nordeste;ativa
397245;Crown Odontologia De Grupo Ltda; 10.001 a 20.000 beneficiarios;Sudeste;ativa
400190;Santo Andre Planos De Assistencia Medica Lt; 1 a 5.000 beneficiarios;Sudeste;ativa
400289;Sul America Servicos Medicos S.A.;0;0;inativa
400556;Uniodonto De Feira De Santana - Cooperativa; 1 a 5.000 beneficiarios;Nordeste;ativa
400572;Cooperativa Evidente - Cooperativa De Traba; 1 a 5.000 beneficiarios;Sudeste;ativa
400882;Apice Odonto Assistencia Odontologica Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
400891;Empresa Brasileira De Infra-Estrutura Aerop; 1 a 5.000 beneficiarios;Centro Oeste;ativa
401072;Unidental- Cooperativa Uniao Dos Dentistas; 5.001 a 10.000 beneficiarios;Nordeste;ativa
401081;Amesc - Associacao Medica Espirita Crista; 50.001 a 100.000 beneficiarios;Sudeste;ativa
401463;Dentalmaster Comercio De Planos Odontologic; Sem Beneficiarios;Nordeste;ativa
401480;Evangelico Saude Ltda.; 5.001 a 10.000 beneficiarios;Sul;ativa
401871;Ceorp - Centro Odontologico Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
402001;Sistema Total De Saude Ltda.; 5.001 a 10.000 beneficiarios;Sudeste;ativa
402010;Cooperativa Odontologica Regiao Sul Da Bahi; 10.001 a 20.000 beneficiarios;Nordeste;ativa
402095;Sito - Sistema Integrado De Tratamento Odon; 5.001 a 10.000 beneficiarios;Sudeste;ativa
402109;Uniodonto Paulo Afonso Cooperativa De Traba; 1 a 5.000 beneficiarios;Nordeste;ativa
402206;Associacao Goiana Do Ministerio Publico; 1 a 5.000 beneficiarios;Centro Oeste;ativa
402516;Uniodonto De Campos - Cooperativa Odontolog; 5.001 a 10.000 beneficiarios;Sudeste;ativa
402851;Massa Falida De Multi Servicos Apoio Admini;0;0;inativa
402966;Bio Saude Servicos Medicos Ltda; 100.001 a 500.000 beneficiarios;Sudeste;ativa
403245;Soprevi Servico Odontologico Preventivo Int; 5.001 a 10.000 beneficiarios;Sul;ativa
403458;Plenodonto Assistencia Odontologica Ltda.; 10.001 a 20.000 beneficiarios;Sudeste;ativa
403512;Uniodonto Arapiraca Cooperativa De Trabalho; 5.001 a 10.000 beneficiarios;Nordeste;ativa
403555;Hokken Med Projetos E Administracao Em Saud;0;0;inativa
403636;Previna Odontologia Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
403865;Sistema Integrado De Saude Oral Ltda-Epp; 5.001 a 10.000 beneficiarios;Nordeste;ativa
403911;Vision Med Assistencia Medica Ltda - Em Liq;0;0;inativa
403962;Sao Francisco Assistencia Medica Ltda; 10.001 a 20.000 beneficiarios;Nordeste;ativa
403997;Uniodonto De Rio Branco Acre Cooperativa Od; 5.001 a 10.000 beneficiarios;Norte;ativa
404241;Cooperativa Dos Usuarios De Servicos De Sau; 1 a 5.000 beneficiarios;Sul;ativa
404772;Orion Odontologia Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
404942;Unificacao Dos Dentistas De Ituverava Ltda; 5.001 a 10.000 beneficiarios;Sudeste;ativa
405582;Santos Vip Assistencia Odontologica Ltda; 1 a 5.000 beneficiarios;Norte;ativa
405671;Odonto Plus Convenio Odontologico Sociedade; 1 a 5.000 beneficiarios;Sul;ativa
405795;Estrategia Saude Ltda;0;0;inativa
405931;Construdente Assistencia Odontologica Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
406121;Uniodonto Resende - Cooperativa Odontologic; 10.001 a 20.000 beneficiarios;Sudeste;ativa
406414;Odonto Life Assistencia Odontologica S/A.; 1 a 5.000 beneficiarios;Sul;ativa
406481;Metlife Planos Odontologicos Ltda.; Acima de 500.000 beneficiarios;Sudeste;ativa
406554;Associacao Adventista Norte Brasileira De P; 20.001 a 50.000 beneficiarios;Norte;ativa
406635;Associacao Policial De Assistencia A Saude; 1 a 5.000 beneficiarios;Sudeste;ativa
406805;Cooperativa Dos Usuarios De Servicos De Sau; 5.001 a 10.000 beneficiarios;Sul;ativa
406813;Associacao Policial De Assistencia a Saude; 1 a 5.000 beneficiarios;Sudeste;ativa
406937;Associacao Policial De Assistencia a Saude; 5.001 a 10.000 beneficiarios;Sudeste;ativa
406945;Associacao Policial De Assistencia a Saude; 5.001 a 10.000 beneficiarios;Sudeste;ativa
407011;Gama Saude Ltda.; 1 a 5.000 beneficiarios;Sudeste;ativa
407224;Sepaco Saude Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
407241;Coop-Odontoclassic - Cooperativa De Trabalh; 1 a 5.000 beneficiarios;Sudeste;ativa
407534;Onix Operadora De Planos De Saude Ltda; 5.001 a 10.000 beneficiarios;Sudeste;ativa
407569;Associacao Policial De Assistencia a Saude; 1 a 5.000 beneficiarios;Sudeste;ativa
408026;Associacao Policial De Assistencia a Saude; 1 a 5.000 beneficiarios;Sudeste;ativa
408034;Associacao Policial De Assistencia a Saude; 1 a 5.000 beneficiarios;Sudeste;ativa
408093;Associacao Policial De Assistencia A Saude; 1 a 5.000 beneficiarios;Sudeste;ativa
408263;Associacao Policial De Assistencia a Saude; 1 a 5.000 beneficiarios;Sudeste;ativa
408522;Santa Casa Da Misericordia De Sao Joao Del; 1 a 5.000 beneficiarios;Sudeste;ativa
408794;Associacao Policial De Assistencia a Saude; 1 a 5.000 beneficiarios;Sudeste;ativa
408883;Centro Medico Fatima Ltda;0;0;inativa
409243;Saude Pas - Medicina E Odonto; 20.001 a 50.000 beneficiarios;Sul;ativa
409286;G & M Assessoria Medica Empresarial Ltda -; 1 a 5.000 beneficiarios;Sudeste;ativa
409405;Associacao Policial De Assistencia a Saude; 1 a 5.000 beneficiarios;Sudeste;ativa
409413;Associacao Policial De Assistencia A Saude; 1 a 5.000 beneficiarios;Sudeste;ativa
409634;Associacao Civil Pro-Saude Dos Servidores D; 1 a 5.000 beneficiarios;Sul;ativa
409791;Cooperativa Odontologica Pocos De Caldas; 20.001 a 50.000 beneficiarios;Sudeste;ativa
410071;Clinica Odontologica Odontoplan Ltda; 1 a 5.000 beneficiarios;Sul;ativa
410110;Associacao Policial De Assistencia A Saude; 5.001 a 10.000 beneficiarios;Sudeste;ativa
410128;Associacao Policial De Assistencia a Saude; 1 a 5.000 beneficiarios;Sudeste;ativa
410292;Fundacao Leonor De Barros Camargo; 20.001 a 50.000 beneficiarios;Sudeste;ativa
410527;Dentprev Assistëncia Odontologica Ltda;0;0;inativa
410608;Associacao Policial De Assistencia A Saude; 1 a 5.000 beneficiarios;Sudeste;ativa
410624;Confianca Assistencia Medico Hospitalar Ltd; 5.001 a 10.000 beneficiarios;Sudeste;ativa
410888;Filosanitas Saude Ltda; 5.001 a 10.000 beneficiarios;Sudeste;ativa
411248;Associacao Policial De Assistencia a Saude; 1 a 5.000 beneficiarios;Sudeste;ativa
411256;Plano Hospital Samaritano Ltda; 100.001 a 500.000 beneficiarios;Sudeste;ativa
411264;Asl - Assistencia a Saude Ltda;0;0;inativa
411582;Plano De Saude Ases Ltda.; 10.001 a 20.000 beneficiarios;Sudeste;ativa
411752;Associacao Assistencial De Saude Suplementa; 20.001 a 50.000 beneficiarios;Sudeste;ativa
411809;Sociedade De Assistencia Medica - Sameisa; 1 a 5.000 beneficiarios;Sul;ativa
411868;Medic Global Planos De Saude Ltda.; 5.001 a 10.000 beneficiarios;Sudeste;ativa
412015;Mh Vida - Operadora De Planos De Saude Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
412040;Odontoreal Ltda.; 5.001 a 10.000 beneficiarios;Nordeste;ativa
412058;Sbc Saude Ltda.; 1 a 5.000 beneficiarios;Sudeste;ativa
412252;Tuiuiu Administradores De Plano De Saude Lt; 10.001 a 20.000 beneficiarios;Sudeste;ativa
412295;Caixa De Assistencia a Saude Dos Empregados; 1 a 5.000 beneficiarios;Centro Oeste;ativa
412490;Lider Comercio E Industria Ltda.; 10.001 a 20.000 beneficiarios;Norte;ativa
412635;Associacao Valeparaibana De Assistencia Med; 1 a 5.000 beneficiarios;Sudeste;ativa
412759;Terramar Administradora De Plano De Saude L; 10.001 a 20.000 beneficiarios;Nordeste;ativa
412996;Orale Assistencia Odontologica Ltda; 20.001 a 50.000 beneficiarios;Nordeste;ativa
413160;Gs Plano Global De Saude Ltda; 5.001 a 10.000 beneficiarios;Sudeste;ativa
413194;Santa Rita Sistema De Saude Ltda;0;0;inativa
413267;Prevent Senior Corporate Operadora De Saude; 1 a 5.000 beneficiarios;Sudeste;ativa
413275;Clinica Sao Jose Saude Ltda.;0;0;inativa
413283;Aesp Odonto Assistencia Odontologica S/S Lt; 100.001 a 500.000 beneficiarios;Sudeste;ativa
413313;Irmandade De Misericordia De Americana;0;0;inativa
413330;Amep Freguesia Operadora De Plano De Saude; 10.001 a 20.000 beneficiarios;Sudeste;ativa
413348;Universal Plano Odontologico Ltda; 5.001 a 10.000 beneficiarios;Sudeste;ativa
413372;Sociedade Portuguesa De Beneficencia; 5.001 a 10.000 beneficiarios;Sul;ativa
413402;Massa Falida De Unilife Saude Ltda.;0;0;inativa
413429;Unidentis Assistencia Odontologica Ltda.; 100.001 a 500.000 beneficiarios;Nordeste;ativa
413518;Caixa De Assistencia Do Sindfisco - Cassind; 1 a 5.000 beneficiarios;Nordeste;ativa
413534;Caixa De Assistencia Dos Servidores Do Esta; 100.001 a 500.000 beneficiarios;Centro Oeste;ativa
413551;Plamedh - Plano De Assistencia Medico-Hospi; 1 a 5.000 beneficiarios;Sudeste;ativa
413721;Sociedade Beneficente Dezoito De Julho; 5.001 a 10.000 beneficiarios;Sudeste;ativa
413747;Dental Master Ltda - Epp; 20.001 a 50.000 beneficiarios;Nordeste;ativa
413941;Sociedade De Assistencia Odontologica De Gr; 10.001 a 20.000 beneficiarios;Nordeste;ativa
414026;Caixa Beneficente Dos Funcionarios Do Grupo; 1 a 5.000 beneficiarios;Sul;ativa
414204;Extramed Administracao E Servicos Medicos L; Sem Beneficiarios;Sul;ativa
414212;Associacao Policial De Assistencia a Saude; 1 a 5.000 beneficiarios;Sudeste;ativa
414247;Volvo Do Brasil Veiculos Ltda.; 10.001 a 20.000 beneficiarios;Sul;ativa
414298;Ecole Servicos Medicos Ltda;0;0;inativa
414310;Saude Brb - Caixa De Assistencia; 10.001 a 20.000 beneficiarios;Centro Oeste;ativa
414352;Hbc Saude Ltda.; 50.001 a 100.000 beneficiarios;Sudeste;ativa
414387;Odontoart Planos Odontologicos Ltda; 100.001 a 500.000 beneficiarios;Nordeste;ativa
414425;Dentsy Odontologia S/S Ltda.; 1 a 5.000 beneficiarios;Sudeste;ativa
414450;Jardim America Saude Ltda.;0;0;inativa
414492;Life Empresarial Saude Ltda.; 20.001 a 50.000 beneficiarios;Sudeste;ativa
414557;Idental Assistencia Odontologica Ltda - Me; 5.001 a 10.000 beneficiarios;Nordeste;ativa
414573;Unimed Centro Paulista - Federacao Intrafed; 1 a 5.000 beneficiarios;Sudeste;ativa
414581;Uniao Medica Planos De Saude S/A; 50.001 a 100.000 beneficiarios;Nordeste;ativa
414654;Sempre Odonto Planos Odontologicos Ltda; 100.001 a 500.000 beneficiarios;Sudeste;ativa
414662;Viventeris Ltda; 100.001 a 500.000 beneficiarios;Sul;ativa
414689;Fundo De Assistencia a Saude Dos Funcionari; 1 a 5.000 beneficiarios;Nordeste;ativa
414701;Servdonto - Plano De Assistencia Odontologi; 100.001 a 500.000 beneficiarios;Nordeste;ativa
414891;Uniodonto - Cooperativa Odontologica De Car; 1 a 5.000 beneficiarios;Nordeste;ativa
414905;Vita Assistencia A Saude Ltda.; 10.001 a 20.000 beneficiarios;Sudeste;ativa
414921;Ideal Odonto Assistencia Odontologica Ltda.; 20.001 a 50.000 beneficiarios;Sudeste;ativa
414930;Saude Santa Tereza Ltda.; 20.001 a 50.000 beneficiarios;Sudeste;ativa
414981;Instituto De Odontologia Do Maranhao Ltda.; 1 a 5.000 beneficiarios;Nordeste;ativa
415014;Unimed Os Bandeirantes Cooperativa De Traba; 20.001 a 50.000 beneficiarios;Sudeste;ativa
415057;Newklin Odontoclinica Ltda. Me.; Sem Beneficiarios;Centro Oeste;ativa
415065;Mais Saude Plano De Saude Ltda; 10.001 a 20.000 beneficiarios;Centro Oeste;ativa
415081;Porto Dias Saude Ltda.; 1 a 5.000 beneficiarios;Norte;ativa
415111;Biovida Saude Ltda.; 50.001 a 100.000 beneficiarios;Sudeste;ativa
415243;Rodrigues Leira Odontologia Ltda.; 50.001 a 100.000 beneficiarios;Sudeste;ativa
415260;Instituto De Saude Odontologica - Isodont L; 10.001 a 20.000 beneficiarios;Sudeste;ativa
415405;Fundacao Santa Casa De Misericordia De Belo;0;0;inativa
415626;Federacao Das Coop Odontologicas Do Estado; 100.001 a 500.000 beneficiarios;Sul;ativa
415693;Policlin Saude S/A.; 20.001 a 50.000 beneficiarios;Sudeste;ativa
415774;Caberj Integral Saude S.A; 50.001 a 100.000 beneficiarios;Sudeste;ativa
415782;Parra Odontologia Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
415821;Rope Odontologia Especializada S/S Ltda.; 1 a 5.000 beneficiarios;Sudeste;ativa
415871;Solimeo Assistencia Odontologica Ltda.; 1 a 5.000 beneficiarios;Sudeste;ativa
415898;Sociedade Benecap De Assistencia a Saude; 1 a 5.000 beneficiarios;Centro Oeste;ativa
415901;Same-Servico De Assistencia Medica Empresar; 1 a 5.000 beneficiarios;Nordeste;ativa
415910;Centro De Endocrinologia De Jundiai S/S Ltd; 1 a 5.000 beneficiarios;Sudeste;ativa
415936;Plano Odontologico Dentalvidas Ltda.; 100.001 a 500.000 beneficiarios;Sudeste;ativa
415944;Clinica Sao Gabriel S/S Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
415952;Cda - Assistencia Odontologica Ltda - Epp; 1 a 5.000 beneficiarios;Sudeste;ativa
415987;Plano Vida Saude Servicos Odontologicos Ltd; 20.001 a 50.000 beneficiarios;Nordeste;ativa
416070;Arcelormittal Brasil S/A; 10.001 a 20.000 beneficiarios;Sudeste;ativa
416118;Dana Industrias Ltda.; 5.001 a 10.000 beneficiarios;Sudeste;ativa
416193;Top Doctor'S Odontologia Ltda; 10.001 a 20.000 beneficiarios;Sudeste;ativa
416282;E.X.M Brasil Saude Ltda; Sem Beneficiarios;Nordeste;ativa
416371;Orion Planos E Servicos Odontologicos Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
416398;Hospitais E Clinicas Do Piaui S/S Ltda; 20.001 a 50.000 beneficiarios;Nordeste;ativa
416401;Caixa De Assistencia Dos Empregados Da Empr; 20.001 a 50.000 beneficiarios;Centro Oeste;ativa
416410;Sociodonto Plano De Assistencia Odontologic; 1 a 5.000 beneficiarios;Sudeste;ativa
416428;Sul America Parana Clinicas Servicos De Sau; Acima de 500.000 beneficiarios;Sudeste;ativa
416495;Matao Clinicas & Amhma Saude Ltda; 20.001 a 50.000 beneficiarios;Sudeste;ativa
416509;Companhia Docas Do Espirito Santo - Codesa; 1 a 5.000 beneficiarios;Sudeste;ativa
416517;Planodente Ltda.; 1 a 5.000 beneficiarios;Sudeste;ativa
416525;Prima Vida Odontologia De Grupo Limitada; 100.001 a 500.000 beneficiarios;Sudeste;ativa
416568;Associacao De Assistencia a Saude Dos Empre; 50.001 a 100.000 beneficiarios;Sudeste;ativa
416584;Associacao Fundo De Protecao a Saude; 20.001 a 50.000 beneficiarios;Sul;ativa
416657;Caixa Assistencial Dos Auditores Fiscais Da; Sem Beneficiarios;Sudeste;ativa
416690;Associacao De Assistencia a Saude Da Amagis; 5.001 a 10.000 beneficiarios;Sudeste;ativa
416703;Mineracao Caraiba S/A; 5.001 a 10.000 beneficiarios;Nordeste;ativa
416738;Oeste Saude Assistencia A Saude Suplementar; 20.001 a 50.000 beneficiarios;Sudeste;ativa
416789;Vidamax Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
416801;Unimed Saude E Odonto S.A; Acima de 500.000 beneficiarios;Sudeste;ativa
416819;Gkn Do Brasil Ltda; 1 a 5.000 beneficiarios;Sul;ativa
416835;Maciel & Maciel Assistencia Odontologica Lt; 1 a 5.000 beneficiarios;Sudeste;ativa
416908;Dentalplan Planos De Assistencia Odontologi; 1 a 5.000 beneficiarios;Nordeste;ativa
416932;Admserv Beneficios E Servicos Ltda; Sem Beneficiarios;Sudeste;ativa
416975;Alcance Saude Ltda;0;0;inativa
417050;Ibbca 2008 Gestao Em Saude Ltda; Sem Beneficiarios;Sudeste;ativa
417092;Central Operadora De Planos De Saude Norte-; 1 a 5.000 beneficiarios;Nordeste;ativa
417106;Plano De Assistencia Odontologica Fauchard; 20.001 a 50.000 beneficiarios;Nordeste;ativa
417114;Topdonto Operadora De Plano Odontologico Lt; 20.001 a 50.000 beneficiarios;Nordeste;ativa
417122;Voce Clube De Beneficios Sociais, Saude E O; Sem Beneficiarios;Sudeste;ativa
417131;Qualidonto - Qualidade Em Odontologia Ltda; 20.001 a 50.000 beneficiarios;Nordeste;ativa
417149;Riberdente Servicos Odontologicos S/S Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
417165;Case - Central De Administracao De Plano De; Sem Beneficiarios;Sudeste;ativa
417173;Qualicorp Administradora De Beneficios S.A.; Sem Beneficiarios;Sudeste;ativa
417211;Associacao Mineira De Assistencia a Saude D; 5.001 a 10.000 beneficiarios;Sudeste;ativa
417220;Associacao Servicos Odontologicos Da Indust; 20.001 a 50.000 beneficiarios;Sudeste;ativa
417238;Brf S/A; 100.001 a 500.000 beneficiarios;Sul;ativa
417289;All Care Administradora De Beneficios Sao P; Sem Beneficiarios;Sudeste;ativa
417297;Elosaude - Associacao De Assistencia a Saud; 10.001 a 20.000 beneficiarios;Sul;ativa
417301;Valem Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
417343;Ecs Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
417424;Affix Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
417441;Ev Administradora De Beneficios Ltda; Sem Beneficiarios;Norte;ativa
417459;Allcare Administradora De Beneficios Em Sau; Sem Beneficiarios;Centro Oeste;ativa
417475;Pronto Socorro Conde De Moreira Lima; 1 a 5.000 beneficiarios;Sudeste;ativa
417491;Portomed - Porto Seguro Servicos De Saude L; 10.001 a 20.000 beneficiarios;Sudeste;ativa
417505;Cemig Saude; 50.001 a 100.000 beneficiarios;Sudeste;ativa
417530;Associacao De Saude Portuguesa De Beneficen; 50.001 a 100.000 beneficiarios;Sudeste;ativa
417548;Caixa De Assistencia Oswaldo Cruz; 10.001 a 20.000 beneficiarios;Sudeste;ativa
417564;Mapma Administradora De Beneficios Ltda.; Sem Beneficiarios;Sudeste;ativa
417581;Vallor Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
417599;Associacao Dos Funcionarios Publicos Do Est; 20.001 a 50.000 beneficiarios;Sul;ativa
417602;Servix Administradora De Beneficios Ltda; Sem Beneficiarios;Centro Oeste;ativa
417611;Health Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
417661;Caixa De Assistencia a Saude Do Sindicato D; 1 a 5.000 beneficiarios;Nordeste;ativa
417696;Maxmed Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
417718;Benevix Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
417742;Alacoro Casf Associacao Clube De Beneficios; Sem Beneficiarios;Sudeste;ativa
417751;Pluriclub Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
417769;Assiste Administradora De Beneficios Ltda; Sem Beneficiarios;Nordeste;ativa
417785;Campea Administradora De Beneficios Ltda.; Sem Beneficiarios;Sul;ativa
417815;Sul America Odontologico S/A; 100.001 a 500.000 beneficiarios;Sudeste;ativa
417823;Premium Saude S.A.;0;0;inativa
417831;Odontolive Operadora De Planos Odontologico; 20.001 a 50.000 beneficiarios;Sudeste;ativa
417840;Novodente S/A; 100.001 a 500.000 beneficiarios;Sul;ativa
417874;Bem Mais Odonto Operadora Odontologica Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
417891;Clube De Beneficios Para Coop., Ass., Cons.; Sem Beneficiarios;Sudeste;ativa
417947;Associacao Da Santa Casa Saude De Ribeirao; 20.001 a 50.000 beneficiarios;Sudeste;ativa
417955;Associacao De Assistencia Medico Hospitalar; 1 a 5.000 beneficiarios;Sul;ativa
417998;Interbrasil Administradora De Beneficios  D; Sem Beneficiarios;Sudeste;ativa
418013;Baccs Administradora De Beneficios Ltda; Sem Beneficiarios;Nordeste;ativa
418021;Associacao Santa Saude; 100.001 a 500.000 beneficiarios;Sudeste;ativa
418030;A.P.S. Administradora De Beneficos Ltda.; Sem Beneficiarios;Sudeste;ativa
418048;Mais Voce Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
418072;Caixa Seguradora Especializada Em Saude S/A; 1 a 5.000 beneficiarios;Sudeste;ativa
418111;Odontoclinica Rcc Ltda. S/S; 1 a 5.000 beneficiarios;Sul;ativa
418129;Fundo De Assistencia Medico-Hospitalar Do M; 1 a 5.000 beneficiarios;Centro Oeste;ativa
418137;Unix Saude S.A; 5.001 a 10.000 beneficiarios;Nordeste;ativa
418170;Quallity Pro Saude Plano De Assistencia Med; 100.001 a 500.000 beneficiarios;Centro Oeste;ativa
418196;Ramed Administradora De Beneficios Ltda.; Sem Beneficiarios;Sudeste;ativa
418200;Oral Blue Ltda; 5.001 a 10.000 beneficiarios;Norte;ativa
418218;Associacao Saude Rural Alegrete; 1 a 5.000 beneficiarios;Sul;ativa
418226;Oplan Saude Operadora De Plano De Saude Ltd; 10.001 a 20.000 beneficiarios;Sudeste;ativa
418242;Cooperativa De Saude Odontologica - Uniodon; 1 a 5.000 beneficiarios;Norte;ativa
418277;Independencia Administradora De Beneficios; Sem Beneficiarios;Sudeste;ativa
418285;Fundacao Fiat Saude E Bem Estar; 20.001 a 50.000 beneficiarios;Sudeste;ativa
418307;Previsao Administradora De Beneficios Ltda.; Sem Beneficiarios;Sudeste;ativa
418323;Contem Administradora De Planos De Saude Lt; Sem Beneficiarios;Sudeste;ativa
418340;Integral Convenio Odontologico Ltda.; 1 a 5.000 beneficiarios;Sudeste;ativa
418374;Luminar Saude - Associacao De Assistencia a; 10.001 a 20.000 beneficiarios;Centro Oeste;ativa
418439;Safe Life Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
418447;Oral Gam Assistencia Odontologica Ltda; 1 a 5.000 beneficiarios;Sudeste;ativa
418501;Fundacao Plamhuv - Plano Medico Hospitalar; 5.001 a 10.000 beneficiarios;Sudeste;ativa
418528;Uniben Administradora De Beneficios Ltda; Sem Beneficiarios;Sudeste;ativa
418536;Like Dental Planos Odontologicos Ss Ltda; Sem Beneficiarios;Sul;ativa
418552;Plural Gestao Em Planos De Saude Ltda; Sem Beneficiarios;Sudeste;ativa
418587;Amha Saude S/A; 1 a 5.000 beneficiarios;Sudeste;ativa
418595;Life Class Administradora De Beneficios Ltd; Sem Beneficiarios;Sudeste;ativa
418617;Associacao Paranaense De Assistencia a Saud; 1 a 5.000 beneficiarios;Sul;ativa
418625;Porto Seguro Servicos Odontologicos Ltda.; 1 a 5.000 beneficiarios;Sudeste;ativa
418650;Mutua Dos Magistrados Do Estado Do Rio De J; 5.001 a 10.000 beneficiarios;Sudeste;ativa
